create_time,distance,achievement,step_count,recommendation,day_time,speed,deviceuuid,active_time,source_package_name,pkg_name,update_time,walk_step_count,binning_data,datauuid,calorie,run_step_count,source_info,healthy_step
09:37.6,232.389,fb9152de-bcee-4f4c-870a-2d5524b16fd1.achievement.json,306,6000,1.59028E+12,2.0473876,eyB2V5o7BM,175112,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.6,299,fb9152de-bcee-4f4c-870a-2d5524b16fd1.binning_data.json,fb9152de-bcee-4f4c-870a-2d5524b16fd1,10.87,7,,0
33:57.7,1446.959,d0991492-ff6a-41f7-8c9d-1c1de8576aa3.achievement.json,1865,6000,1.59097E+12,1.441036,VfS0qUERdZ,1004110,com.sec.android.app.shealth,com.sec.android.app.shealth,33:57.7,1807,d0991492-ff6a-41f7-8c9d-1c1de8576aa3.binning_data.json,d0991492-ff6a-41f7-8c9d-1c1de8576aa3,66.81,58,d0991492-ff6a-41f7-8c9d-1c1de8576aa3.source_info.json,0
09:37.7,540.299,52b4043f-6f2c-40da-9315-3d97c918a009.achievement.json,667,6000,1.59002E+12,1.5517001,VfS0qUERdZ,348198,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.7,639,52b4043f-6f2c-40da-9315-3d97c918a009.binning_data.json,52b4043f-6f2c-40da-9315-3d97c918a009,25.09,28,52b4043f-6f2c-40da-9315-3d97c918a009.source_info.json,0
48:25.8,1171.059,42fdb001-b486-40c4-a656-234441d87b6b.achievement.json,1516,6000,1.58466E+12,2.4722226,eyB2V5o7BM,804848,com.sec.android.app.shealth,com.sec.android.app.shealth,48:25.8,1511,42fdb001-b486-40c4-a656-234441d87b6b.binning_data.json,42fdb001-b486-40c4-a656-234441d87b6b,53.38,5,,0
55:02.2,1103.139,71c416fb-575f-4a7f-85c3-2f2d29cb2cca.achievement.json,1411,6000,1.59157E+12,3.0186222,eyB2V5o7BM,754516,com.sec.android.app.shealth,com.sec.android.app.shealth,30:00.8,1376,71c416fb-575f-4a7f-85c3-2f2d29cb2cca.binning_data.json,71c416fb-575f-4a7f-85c3-2f2d29cb2cca,49.06,35,,0
09:37.4,540.299,230e0f2c-cfca-497a-a4a7-3ebe7d817666.achievement.json,667,6000,1.59002E+12,6.9444447,eyB2V5o7BM,348175,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.4,639,230e0f2c-cfca-497a-a4a7-3ebe7d817666.binning_data.json,230e0f2c-cfca-497a-a4a7-3ebe7d817666,25.09,28,,0
09:37.9,576.76,353e461e-cc75-44da-b7ef-76e3a14f5618.achievement.json,719,6000,1.58985E+12,1.4731474,VfS0qUERdZ,391515,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.9,697,353e461e-cc75-44da-b7ef-76e3a14f5618.binning_data.json,353e461e-cc75-44da-b7ef-76e3a14f5618,26.17,22,353e461e-cc75-44da-b7ef-76e3a14f5618.source_info.json,0
40:51.7,471.13,211e9c94-f8b3-4143-bae5-79109b8b5670.achievement.json,614,6000,1.58492E+12,3.083333,eyB2V5o7BM,336515,com.sec.android.app.shealth,com.sec.android.app.shealth,40:51.7,604,211e9c94-f8b3-4143-bae5-79109b8b5670.binning_data.json,211e9c94-f8b3-4143-bae5-79109b8b5670,22.26,10,,0
22:48.2,202.42,dae217e4-8496-4adb-b1c7-e4bbe6be0e6c.achievement.json,266,6000,1.58743E+12,2.4862888,eyB2V5o7BM,151763,com.sec.android.app.shealth,com.sec.android.app.shealth,22:48.2,261,dae217e4-8496-4adb-b1c7-e4bbe6be0e6c.binning_data.json,dae217e4-8496-4adb-b1c7-e4bbe6be0e6c,9.93,5,,0
23:22.9,507.229,89db79ed-2b07-4f5a-a619-4ad75d963b18.achievement.json,652,6000,1.59071E+12,3.166667,eyB2V5o7BM,334587,com.sec.android.app.shealth,com.sec.android.app.shealth,01:46.9,637,89db79ed-2b07-4f5a-a619-4ad75d963b18.binning_data.json,89db79ed-2b07-4f5a-a619-4ad75d963b18,24.16,15,,0
23:17.4,12.158671,1273c746-7f95-4372-81b0-c15f52633841.achievement.json,15,6000,1.59054E+12,2.0220914,7n2EPhZRXI,6545,com.sec.android.app.shealth,com.sec.android.app.shealth,23:17.4,15,1273c746-7f95-4372-81b0-c15f52633841.binning_data.json,1273c746-7f95-4372-81b0-c15f52633841,0.49297422,0,,0
09:37.6,1136.909,6970825b-3730-4ed3-9513-1a09ea25f733.achievement.json,1479,6000,1.59019E+12,1.4199376,VfS0qUERdZ,800675,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.6,1463,6970825b-3730-4ed3-9513-1a09ea25f733.binning_data.json,6970825b-3730-4ed3-9513-1a09ea25f733,51.77,16,6970825b-3730-4ed3-9513-1a09ea25f733.source_info.json,0
09:16.0,396.47333,7b0b76a1-a00e-42c7-88fc-8d96b5cd5619.achievement.json,470,6000,1.59175E+12,2.8472679,7n2EPhZRXI,231665,com.sec.android.app.shealth,com.sec.android.app.shealth,09:16.0,460,7b0b76a1-a00e-42c7-88fc-8d96b5cd5619.binning_data.json,7b0b76a1-a00e-42c7-88fc-8d96b5cd5619,17.326284,10,,0
22:49.3,202.42,f788f643-c5a0-48b9-b139-0aff91ad8858.achievement.json,266,6000,1.58743E+12,1.3337302,VfS0qUERdZ,151769,com.sec.android.app.shealth,com.sec.android.app.shealth,22:49.3,261,f788f643-c5a0-48b9-b139-0aff91ad8858.binning_data.json,f788f643-c5a0-48b9-b139-0aff91ad8858,9.93,5,f788f643-c5a0-48b9-b139-0aff91ad8858.source_info.json,0
51:08.7,1027.422,692350db-57d8-4530-bc7f-b081c09bbeeb.achievement.json,1313,6000,1.59088E+12,1.4361097,VfS0qUERdZ,715420,com.sec.android.app.shealth,com.sec.android.app.shealth,51:08.7,1303,692350db-57d8-4530-bc7f-b081c09bbeeb.binning_data.json,692350db-57d8-4530-bc7f-b081c09bbeeb,45.05,10,692350db-57d8-4530-bc7f-b081c09bbeeb.source_info.json,0
43:47.9,578.1197,6ca5b656-4b7b-472a-97e5-1e88540d0343.achievement.json,757,6000,1.59054E+12,1.3584743,VfS0qUERdZ,425565,com.sec.android.app.shealth,com.sec.android.app.shealth,23:22.7,749,6ca5b656-4b7b-472a-97e5-1e88540d0343.binning_data.json,6ca5b656-4b7b-472a-97e5-1e88540d0343,27.112974,8,6ca5b656-4b7b-472a-97e5-1e88540d0343.source_info.json,0
31:55.4,11.417559,a3598bb7-df27-4998-a4db-0fc39587221e.achievement.json,15,6000,1.58976E+12,1.682869,7n2EPhZRXI,8233,com.sec.android.app.shealth,com.sec.android.app.shealth,31:55.4,15,a3598bb7-df27-4998-a4db-0fc39587221e.binning_data.json,a3598bb7-df27-4998-a4db-0fc39587221e,0.50255203,0,,0
09:38.7,1721.507,b890fb62-bb6e-44ee-8011-3efdc175a698.achievement.json,2237,6000,1.59192E+12,3.1077268,eyB2V5o7BM,1220967,com.sec.android.app.shealth,com.sec.android.app.shealth,09:38.7,2194,b890fb62-bb6e-44ee-8011-3efdc175a698.binning_data.json,b890fb62-bb6e-44ee-8011-3efdc175a698,77.6,43,,0
33:57.4,752.742,f695d022-74e9-4f43-9578-5b5112609890.achievement.json,976,6000,1.59132E+12,2.5555558,eyB2V5o7BM,536148,com.sec.android.app.shealth,com.sec.android.app.shealth,27:28.7,953,f695d022-74e9-4f43-9578-5b5112609890.binning_data.json,f695d022-74e9-4f43-9578-5b5112609890,34.1,23,,0
23:22.9,771.141,bc6fca84-9e66-4351-af57-f37f1da45c52.achievement.json,992,6000,1.59062E+12,3.6388888,eyB2V5o7BM,530872,com.sec.android.app.shealth,com.sec.android.app.shealth,23:22.9,979,bc6fca84-9e66-4351-af57-f37f1da45c52.binning_data.json,bc6fca84-9e66-4351-af57-f37f1da45c52,34.57,13,,0
09:37.4,222.18,4ea18a20-0042-4865-8f49-cd31df4b655d.achievement.json,286,6000,1.59011E+12,2.2777777,eyB2V5o7BM,149626,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.4,255,4ea18a20-0042-4865-8f49-cd31df4b655d.binning_data.json,4ea18a20-0042-4865-8f49-cd31df4b655d,10.9,31,,0
01:46.8,1251.629,871d7293-f6b6-4583-baa8-1b016703bd5d.achievement.json,1579,6000,1.5908E+12,1.5200297,VfS0qUERdZ,823424,com.sec.android.app.shealth,com.sec.android.app.shealth,51:08.7,1548,871d7293-f6b6-4583-baa8-1b016703bd5d.binning_data.json,871d7293-f6b6-4583-baa8-1b016703bd5d,56.62623,31,871d7293-f6b6-4583-baa8-1b016703bd5d.source_info.json,0
26:59.6,60.47369,0166b241-5b72-4cd8-a8e2-93d7924ac9c9.achievement.json,74,6000,1.59132E+12,1.8158284,7n2EPhZRXI,34878,com.sec.android.app.shealth,com.sec.android.app.shealth,26:59.6,74,0166b241-5b72-4cd8-a8e2-93d7924ac9c9.binning_data.json,0166b241-5b72-4cd8-a8e2-93d7924ac9c9,2.6152012,0,,0
51:08.8,1027.422,72a04a83-beea-4f49-aaf7-def252051a56.achievement.json,1313,6000,1.59088E+12,6.888889,eyB2V5o7BM,715391,com.sec.android.app.shealth,com.sec.android.app.shealth,51:08.8,1303,72a04a83-beea-4f49-aaf7-def252051a56.binning_data.json,72a04a83-beea-4f49-aaf7-def252051a56,45.05,10,,0
09:37.7,407.739,014730b0-e486-4142-a76e-509afe605477.achievement.json,532,6000,1.59045E+12,2.8316457,eyB2V5o7BM,300565,com.sec.android.app.shealth,com.sec.android.app.shealth,09:37.7,519,014730b0-e486-4142-a76e-509afe605477.binning_data.json,014730b0-e486-4142-a76e-509afe605477,19.21,13,,0
28:15.8,973.33,62d099ce-f3f0-4999-87a7-45abbda3a14d.achievement.json,1249,6000,1.59218E+12,2.7664871,eyB2V5o7BM,664005,com.sec.android.app.shealth,com.sec.android.app.shealth,28:15.8,1208,62d099ce-f3f0-4999-87a7-45abbda3a14d.binning_data.json,62d099ce-f3f0-4999-87a7-45abbda3a14d,43.74,41,,0
43:47.9,565.961,7e1bfa31-6029-4579-8474-3cc3b335328b.achievement.json,742,6000,1.59054E+12,2.9444442,eyB2V5o7BM,419001,com.sec.android.app.shealth,com.sec.android.app.shealth,23:22.9,734,7e1bfa31-6029-4579-8474-3cc3b335328b.binning_data.json,7e1bfa31-6029-4579-8474-3cc3b335328b,26.62,8,,0
29:44.8,247.39017,dc96bd64-0c77-4db6-99d5-15e89ebd4dc3.achievement.json,302,6000,1.59157E+12,2.92331,7n2EPhZRXI,169520,com.sec.android.app.shealth,com.sec.android.app.shealth,29:44.8,300,dc96bd64-0c77-4db6-99d5-15e89ebd4dc3.binning_data.json,dc96bd64-0c77-4db6-99d5-15e89ebd4dc3,10.775725,2,,0
33:57.3,1446.959,b293626e-dcfe-4242-b1a0-4a6904125d18.achievement.json,1865,6000,1.59097E+12,3.0170841,eyB2V5o7BM,1004070,com.sec.android.app.shealth,com.sec.android.app.shealth,33:57.3,1807,b293626e-dcfe-4242-b1a0-4a6904125d18.binning_data.json,b293626e-dcfe-4242-b1a0-4a6904125d18,66.81,58,,0
33:57.5,793.2157,e56463a6-2c2a-42df-9043-4702dbecc602.achievement.json,1023,6000,1.59132E+12,1.4326627,VfS0qUERdZ,553665,com.sec.android.app.shealth,com.sec.android.app.shealth,27:28.7,1000,e56463a6-2c2a-42df-9043-4702dbecc602.binning_data.json,e56463a6-2c2a-42df-9043-4702dbecc602,35.665203,23,e56463a6-2c2a-42df-9043-4702dbecc602.source_info.json,0
01:34.6,42.97901,87a483b6-6cc7-4a5d-b613-9d2546e97fa5.achievement.json,56,6000,1.59071E+12,1.661242,7n2EPhZRXI,35141,com.sec.android.app.shealth,com.sec.android.app.shealth,01:34.6,56,87a483b6-6cc7-4a5d-b613-9d2546e97fa5.binning_data.json,87a483b6-6cc7-4a5d-b613-9d2546e97fa5,1.879366,0,,0
09:38.5,346.4899,5d23ca39-106e-4b18-a0fa-3eda3674b4e4.achievement.json,431,6000,1.59201E+12,1.5830717,VfS0qUERdZ,218871,com.sec.android.app.shealth,com.sec.android.app.shealth,49:08.3,430,5d23ca39-106e-4b18-a0fa-3eda3674b4e4.binning_data.json,5d23ca39-106e-4b18-a0fa-3eda3674b4e4,14.755026,1,5d23ca39-106e-4b18-a0fa-3eda3674b4e4.source_info.json,0
27:12.4,1709.8203,054e167f-7a74-47d5-884d-04e6022dbe28.achievement.json,2191,6000,1.59149E+12,1.4490288,VfS0qUERdZ,1179976,com.sec.android.app.shealth,com.sec.android.app.shealth,10:04.8,2141,054e167f-7a74-47d5-884d-04e6022dbe28.binning_data.json,054e167f-7a74-47d5-884d-04e6022dbe28,76.254105,50,054e167f-7a74-47d5-884d-04e6022dbe28.source_info.json,0
55:04.4,1026.6287,2072eef6-050a-4759-919a-d145fbb515c8.achievement.json,1337,6000,1.59244E+12,1.4050086,VfS0qUERdZ,730692,com.sec.android.app.shealth,com.sec.android.app.shealth,12:24.6,1323,2072eef6-050a-4759-919a-d145fbb515c8.binning_data.json,2072eef6-050a-4759-919a-d145fbb515c8,47.375122,14,2072eef6-050a-4759-919a-d145fbb515c8.source_info.json,0
33:57.3,1581.429,fd0ed6cc-79a9-434c-b4d0-6fe920a3b8a9.achievement.json,2077,6000,1.59106E+12,2.9166667,eyB2V5o7BM,1175934,com.sec.android.app.shealth,com.sec.android.app.shealth,33:57.3,2061,fd0ed6cc-79a9-434c-b4d0-6fe920a3b8a9.binning_data.json,fd0ed6cc-79a9-434c-b4d0-6fe920a3b8a9,71.24,16,,0
24:42.3,196.01791,1470d9b7-562e-465b-9018-77c7df91e071.achievement.json,234,6000,1.59201E+12,3.375263,7n2EPhZRXI,111799,com.sec.android.app.shealth,com.sec.android.app.shealth,24:42.3,233,1470d9b7-562e-465b-9018-77c7df91e071.binning_data.json,1470d9b7-562e-465b-9018-77c7df91e071,8.575026,1,,0
30:00.7,258.019,676064d3-d010-4bb0-9a2f-bbd59cc7a2af.achievement.json,343,6000,1.59166E+12,1.2289153,VfS0qUERdZ,209956,com.sec.android.app.shealth,com.sec.android.app.shealth,30:00.7,342,676064d3-d010-4bb0-9a2f-bbd59cc7a2af.binning_data.json,676064d3-d010-4bb0-9a2f-bbd59cc7a2af,11.859,1,676064d3-d010-4bb0-9a2f-bbd59cc7a2af.source_info.json,0
33:57.6,390.931,ac53ff2a-1550-4412-a995-c95757f0e147.achievement.json,488,6000,1.59114E+12,1.4990162,VfS0qUERdZ,260791,com.sec.android.app.shealth,com.sec.android.app.shealth,33:57.6,463,ac53ff2a-1550-4412-a995-c95757f0e147.binning_data.json,ac53ff2a-1550-4412-a995-c95757f0e147,18.82,25,ac53ff2a-1550-4412-a995-c95757f0e147.source_info.json,0
33:57.6,1181.697,3a49879d-08bd-4cee-b63b-c50c47e2db9d.achievement.json,1537,6000,1.59123E+12,1.4094182,VfS0qUERdZ,838428,com.sec.android.app.shealth,com.sec.android.app.shealth,33:57.6,1512,3a49879d-08bd-4cee-b63b-c50c47e2db9d.binning_data.json,3a49879d-08bd-4cee-b63b-c50c47e2db9d,52.02,25,3a49879d-08bd-4cee-b63b-c50c47e2db9d.source_info.json,0
28:15.8,1419.368,780b8cce-21c6-4e38-a810-d67a73388272.achievement.json,1847,6000,1.59209E+12,3.4444444,eyB2V5o7BM,977436,com.sec.android.app.shealth,com.sec.android.app.shealth,28:15.8,1818,780b8cce-21c6-4e38-a810-d67a73388272.binning_data.json,780b8cce-21c6-4e38-a810-d67a73388272,64.26,29,,0
27:28.8,1695.574,4dfa4752-cbaa-4b2c-bf21-906ba6883087.achievement.json,2173,6000,1.59149E+12,5.8333335,eyB2V5o7BM,1170956,com.sec.android.app.shealth,com.sec.android.app.shealth,44:52.3,2123,4dfa4752-cbaa-4b2c-bf21-906ba6883087.binning_data.json,4dfa4752-cbaa-4b2c-bf21-906ba6883087,75.66,50,,0
55:04.9,998.906,56d756ed-bce2-40e4-a6ca-dfda68a76a33.achievement.json,1306,6000,1.59244E+12,2.5555558,eyB2V5o7BM,719870,com.sec.android.app.shealth,com.sec.android.app.shealth,12:25.1,1292,56d756ed-bce2-40e4-a6ca-dfda68a76a33.binning_data.json,56d756ed-bce2-40e4-a6ca-dfda68a76a33,45.99,14,,0
09:38.6,1721.507,fe9feea5-203e-4bf4-a156-e91569cf8045.achievement.json,2237,6000,1.59192E+12,1.4098945,VfS0qUERdZ,1221018,com.sec.android.app.shealth,com.sec.android.app.shealth,09:38.6,2194,fe9feea5-203e-4bf4-a156-e91569cf8045.binning_data.json,fe9feea5-203e-4bf4-a156-e91569cf8045,77.6,43,fe9feea5-203e-4bf4-a156-e91569cf8045.source_info.json,0
30:00.6,20.819689,15876844-d3b2-4c1f-b91d-6c1a69e89114.achievement.json,26,6000,1.59149E+12,1.7740245,7n2EPhZRXI,12674,com.sec.android.app.shealth,com.sec.android.app.shealth,30:00.6,26,15876844-d3b2-4c1f-b91d-6c1a69e89114.binning_data.json,15876844-d3b2-4c1f-b91d-6c1a69e89114,0.8541689,0,,0
06:08.3,695.151,358cb87d-c046-459f-a66d-ae5f20c0bb71.achievement.json,905,6000,1.59261E+12,1.3843158,VfS0qUERdZ,502162,com.sec.android.app.shealth,com.sec.android.app.shealth,06:08.3,890,358cb87d-c046-459f-a66d-ae5f20c0bb71.binning_data.json,358cb87d-c046-459f-a66d-ae5f20c0bb71,30.42,15,358cb87d-c046-459f-a66d-ae5f20c0bb71.source_info.json,0
30:00.9,258.019,459c92ae-e11a-42c6-a8ff-9b255e9e4b6c.achievement.json,343,6000,1.59166E+12,1.7222222,eyB2V5o7BM,209949,com.sec.android.app.shealth,com.sec.android.app.shealth,30:00.9,342,459c92ae-e11a-42c6-a8ff-9b255e9e4b6c.binning_data.json,459c92ae-e11a-42c6-a8ff-9b255e9e4b6c,11.859,1,,0
06:10.1,695.151,e1ff641b-9314-4f9e-a152-5d7143fbdb35.achievement.json,905,6000,1.59261E+12,3.3611112,eyB2V5o7BM,502144,com.sec.android.app.shealth,com.sec.android.app.shealth,06:10.1,890,e1ff641b-9314-4f9e-a152-5d7143fbdb35.binning_data.json,e1ff641b-9314-4f9e-a152-5d7143fbdb35,30.42,15,,0
26:39.8,1905.7053,e1ad75da-cafb-4426-9c88-ea8a4615fc4d.achievement.json,2481,6000,1.59227E+12,1.3783356,VfS0qUERdZ,1382613,com.sec.android.app.shealth,com.sec.android.app.shealth,52:51.2,2437,e1ad75da-cafb-4426-9c88-ea8a4615fc4d.binning_data.json,e1ad75da-cafb-4426-9c88-ea8a4615fc4d,85.6686,44,e1ad75da-cafb-4426-9c88-ea8a4615fc4d.source_info.json,0
09:38.6,1007.05,0699e1ad-01aa-406d-86ca-cd4144cee8f4.achievement.json,1307,6000,1.59183E+12,1.3811792,VfS0qUERdZ,729123,com.sec.android.app.shealth,com.sec.android.app.shealth,09:38.6,1272,0699e1ad-01aa-406d-86ca-cd4144cee8f4.binning_data.json,0699e1ad-01aa-406d-86ca-cd4144cee8f4,46.08,35,0699e1ad-01aa-406d-86ca-cd4144cee8f4.source_info.json,0
52:34.4,61.916363,7a583360-a3bc-4781-bcca-789803af6d49.achievement.json,70,6000,1.59227E+12,2.6803648,7n2EPhZRXI,31805,com.sec.android.app.shealth,com.sec.android.app.shealth,52:34.4,60,7a583360-a3bc-4781-bcca-789803af6d49.binning_data.json,7a583360-a3bc-4781-bcca-789803af6d49,2.988599,10,,0
28:15.1,973.33,9f8bf6d4-f289-4e9f-9df4-b44f1372c074.achievement.json,1249,6000,1.59218E+12,1.465796,VfS0qUERdZ,664028,com.sec.android.app.shealth,com.sec.android.app.shealth,28:15.1,1208,9f8bf6d4-f289-4e9f-9df4-b44f1372c074.binning_data.json,9f8bf6d4-f289-4e9f-9df4-b44f1372c074,43.74,41,9f8bf6d4-f289-4e9f-9df4-b44f1372c074.source_info.json,0
56:55.6,1175.4277,997fee87-30c6-4401-828e-a5c67bd83bc2.achievement.json,1473,6000,1.59175E+12,1.5079994,VfS0qUERdZ,779461,com.sec.android.app.shealth,com.sec.android.app.shealth,09:38.6,1438,997fee87-30c6-4401-828e-a5c67bd83bc2.binning_data.json,997fee87-30c6-4401-828e-a5c67bd83bc2,53.542496,35,997fee87-30c6-4401-828e-a5c67bd83bc2.source_info.json,0
12:00.4,45.622704,3297ae6b-f809-429a-b7be-f8146faecbc1.achievement.json,54,6000,1.59244E+12,2.7455676,7n2EPhZRXI,22947,com.sec.android.app.shealth,com.sec.android.app.shealth,12:00.4,54,3297ae6b-f809-429a-b7be-f8146faecbc1.binning_data.json,3297ae6b-f809-429a-b7be-f8146faecbc1,2.0851226,0,,0
52:51.0,2638.519,c82e1778-10d8-4787-8ece-ddaf098c99e5.achievement.json,3393,6000,1.59235E+12,1.4532231,VfS0qUERdZ,1815632,com.sec.android.app.shealth,com.sec.android.app.shealth,55:04.7,3316,c82e1778-10d8-4787-8ece-ddaf098c99e5.binning_data.json,c82e1778-10d8-4787-8ece-ddaf098c99e5,121.05545,77,c82e1778-10d8-4787-8ece-ddaf098c99e5.source_info.json,0
09:38.7,1007.05,a4a9a497-2062-4df0-97b5-5212724be6c7.achievement.json,1307,6000,1.59183E+12,3.0555556,eyB2V5o7BM,729094,com.sec.android.app.shealth,com.sec.android.app.shealth,09:38.7,1272,a4a9a497-2062-4df0-97b5-5212724be6c7.binning_data.json,a4a9a497-2062-4df0-97b5-5212724be6c7,46.08,35,,0
12:24.3,1985.68,7ab2fe58-fd58-4284-bd27-c09f18a47b1d.achievement.json,2527,6000,1.59252E+12,1.4732325,VfS0qUERdZ,1347838,com.sec.android.app.shealth,com.sec.android.app.shealth,06:09.7,2473,7ab2fe58-fd58-4284-bd27-c09f18a47b1d.binning_data.json,7ab2fe58-fd58-4284-bd27-c09f18a47b1d,88.41417,54,7ab2fe58-fd58-4284-bd27-c09f18a47b1d.source_info.json,0
28:15.1,1419.368,f55e48c6-966b-4477-80e3-5ceac100fc37.achievement.json,1847,6000,1.59209E+12,1.4520826,VfS0qUERdZ,977470,com.sec.android.app.shealth,com.sec.android.app.shealth,28:15.1,1818,f55e48c6-966b-4477-80e3-5ceac100fc37.binning_data.json,f55e48c6-966b-4477-80e3-5ceac100fc37,64.26,29,f55e48c6-966b-4477-80e3-5ceac100fc37.source_info.json,0
52:51.4,2447.844,40b3f87c-602c-42c1-bd8f-8df2633d7c09.achievement.json,3154,6000,1.59235E+12,2.8333333,eyB2V5o7BM,1696830,com.sec.android.app.shealth,com.sec.android.app.shealth,55:05.0,3077,40b3f87c-602c-42c1-bd8f-8df2633d7c09.binning_data.json,40b3f87c-602c-42c1-bd8f-8df2633d7c09,113.17,77,,0
12:25.2,1731.139,3f6040ee-9fa3-4de2-8124-9d5e1adaa125.achievement.json,2217,6000,1.59252E+12,3.9444444,eyB2V5o7BM,1189758,com.sec.android.app.shealth,com.sec.android.app.shealth,06:10.1,2165,3f6040ee-9fa3-4de2-8124-9d5e1adaa125.binning_data.json,3f6040ee-9fa3-4de2-8124-9d5e1adaa125,77.97,52,,0
